respondent_id,h1n1_vaccine,seasonal_vaccine
26826,0.037831254332969966,0.6134610167578819
26827,0.046803804,0.051265581
26828,0.059235233177050164,0.40390838112308936
26829,0.8172718021855484,0.9391339332460744
26830,0.023031641839009753,0.830135595
26831,0.13672821752341058,0.8891544729306247
26832,0.032320670822296386,0.8140693121145588
26833,0.017778874194901206,0.5151609398888154
26834,0.15064168578881681,0.43273887467710087
26835,0.42578252417472834,0.8557629093594735
26836,0.28151158868749354,0.7620478646530704
26837,0.046703951,0.018002257457070816
26838,0.13750680385862696,0.47384453373004276
26839,0.032808327,0.46975545428967236
26840,0.079884121,0.1560570122369912
26841,0.3950115459848012,0.8116963108202794
26842,0.050320920292019865,0.15466643119376738
26843,0.020009936883143148,0.043245782
26844,0.043423962,0.21671214350696222
26845,0.027558754,0.7903058068078874
26846,0.030333756116925962,0.8575110288060567
26847,0.5981746417640902,0.220098194
26848,0.016537170574886614,0.6935236342155556
26849,0.46760291326936293,0.5184311041915333
26850,0.7725719696345634,0.2875239655774312
26851,0.039150159,0.058429860918601584
26852,0.044906050058475665,0.05966175
26853,0.23465559828241925,0.25779302198428944
26854,0.013524556,0.065075133
26855,0.29063532057158203,0.8583391296769132
26856,0.039806080636338885,0.034225016
26857,0.5992962901170089,0.1465066861309012
26858,0.080046658,0.5302510639171778
26859,0.033946317,0.061677756640158884
26860,0.095088828,0.061143613
26861,0.028146244275848244,0.092609321
26862,0.032720992,0.3876855517008083
26863,0.052514852,0.44307732217660883
26864,0.33557098444545796,0.29688925527432514
26865,0.024004287380172573,0.037533846
26866,0.04152044,0.5083835633754074
26867,0.11219661611154567,0.1342974709960433
26868,0.9689022923630871,0.9443476369787615
26869,0.027917477,0.19826182928591196
26870,0.7291989015660438,0.9157181787855413
26871,0.024520928360515393,0.039217953384255884
26872,0.040503875378737064,0.20003277076693307
26873,0.029837151250577135,0.7122138738116057
26874,0.070783771,0.10000972030997698
26875,0.31570184783799027,0.9253208058166567
26876,0.017739584,0.055681484
26877,0.068446009,0.095743681
26878,0.054840223,0.1686992803025023
26879,0.016297564275913404,0.022920162239147356
26880,0.050326477676722145,0.10641834596406949
26881,0.019936866010137763,0.072385362
26882,0.017694751518302996,0.043571078988125164
26883,0.054269099,0.2501367986109623
26884,0.085714648,0.15662425022773332
26885,0.18877816980824944,0.7776058594448224
26886,0.080223658,0.8963359187723922
26887,0.734294893,0.9158824105332689
26888,0.8972919853912302,0.9756262644787685
26889,0.024602447,0.099758564
26890,0.05656614,0.3587405228314517
26891,0.7015025727592364,0.8829950609651357
26892,0.03433733,0.6401561674294878
26893,0.029520207606474443,0.10118464158135305
26894,0.2122151838058734,0.2314184887159068
26895,0.027670068444971174,0.8002027110327675
26896,0.034577198,0.033312254
26897,0.072633358,0.4018171688566375
26898,0.1237119594845156,0.6634594727654065
26899,0.028390967,0.040183851221657345
26900,0.077399894,0.1852537083449174
26901,0.026720257678320352,0.17376561226096415
26902,0.069282766,0.9084313559600309
26903,0.18893154160781425,0.045577006
26904,0.072272898,0.3317372063269346
26905,0.42293286635959243,0.9378981740077663
26906,0.022253285599958695,0.3175084091298876
26907,0.009742867,0.6144629108985135
26908,0.040258851,0.8437803996821179
26909,0.065268362,0.1544808041645788
26910,0.057160720478020094,0.28503011132369666
26911,0.057063741,0.044219392
26912,0.5826024440600175,0.8860191978708855
26913,0.6220261811746429,0.7757495188535399
26914,0.036296172,0.094955509
26915,0.059971226,0.6835096640485369
26916,0.023799114195560283,0.24641273031831587
26917,0.009686489,0.081247159
26918,0.9503802094100409,0.976297153
26919,0.080845408,0.366291648
26920,0.015926143106187472,0.060114306210129594
26921,0.065919381,0.8947629661916131
26922,0.026816679318061944,0.8069158416085436
26923,0.2070894732108654,0.580294766
26924,0.9032445136452842,0.9722517083440444
26925,0.13414023357598995,0.849077051
26926,0.5399397241416162,0.5637651308135992
26927,0.44983905924011347,0.8114561846162214
26928,0.060776364,0.5890994576105885
26929,0.078414804,0.13239758238776045
26930,0.705512483,0.8218959225757125
26931,0.24975766871796024,0.3816889898945036
26932,0.086549505,0.9455582845080598
26933,0.019057183,0.5959255436505589
26934,0.36087737481625465,0.649297483
26935,0.07099298,0.37379856661917465
26936,0.25414486266750186,0.2938040128504831
26937,0.16568561668281073,0.8202822540030328
26938,0.031047162,0.032940719663722924
26939,0.090420802,0.091552101
26940,0.051704604667457875,0.15162356655923598
26941,0.12712043310530155,0.4354645554315386
26942,0.7193961432221556,0.8394482564041121
26943,0.07598092,0.6285300511086568
26944,0.032673558160042526,0.12037738314779424
26945,0.045593809806597704,0.6329261437257461
26946,0.053868337,0.7404885067824661
26947,0.13579900663942915,0.522118861
26948,0.024057246060589565,0.035186647
26949,0.014849913566969406,0.047128052673126704
26950,0.023330213,0.46640866002239534
26951,0.088374946,0.24653126247481263
26952,0.88851277,0.9653282148813658
26953,0.49725580279388026,0.9376562176341591
26954,0.020306663272056956,0.080144235
26955,0.072010592,0.7551830327199145
26956,0.10769680279177854,0.20395075511960126
26957,0.037028779,0.9628007781703292
26958,0.1005974435825116,0.8100385922083392
26959,0.024813065,0.2810094770810368
26960,0.021814551,0.048077874
26961,0.3816763162251887,0.6578318999475237
26962,0.05017831,0.8569359060851551
26963,0.063707425,0.245177017
26964,0.036698016,0.2505446121940991
26965,0.5237642700952282,0.9117217336391014
26966,0.021131838601886884,0.037673973
26967,0.080682789,0.43735219285092175
26968,0.094371258,0.9080408564508725
26969,0.10404325486885212,0.21774249060000314
26970,0.825180068,0.4352450755300716
26971,0.094612147,0.12805990239593482
26972,0.015910546,0.018429899
26973,0.041966986,0.17332550756494963
26974,0.22042010775501572,0.22549384966657016
26975,0.173761082,0.7716773584173041
26976,0.9438010430156684,0.39679420197685894
26977,0.10619265774361433,0.33932745436223016
26978,0.014419038679103184,0.9007526335536178
26979,0.5845125995524716,0.9110440299811273
26980,0.054363882620669594,0.076390978
26981,0.013609636174754197,0.5473288577107213
26982,0.8142400592095008,0.8989342850681682
26983,0.21302987108948787,0.6898801617269686
26984,0.023825688011412677,0.10251585526119525
26985,0.022356256398329635,0.049183558
26986,0.083714208,0.37130892084213957
26987,0.043005271114337495,0.12265956621014398
26988,0.014214886,0.050676868
26989,0.4340922797219665,0.8823717226641656
26990,0.008670439,0.048680729
26991,0.078587004,0.3540958591475684
26992,0.29446247672664716,0.43750815382302705
26993,0.044456960010188784,0.7911540400291482
26994,0.075055761,0.2493969893595593
26995,0.034539864,0.261650353
26996,0.38544965073154974,0.4115695539479734
26997,0.01723908,0.037354055
26998,0.027235212584713696,0.038116667
26999,0.24549854802966808,0.4548954276135982
27000,0.03591662,0.3161152390933947
27001,0.051374567675092644,0.8397563267638061
27002,0.012910432057437277,0.2901227939943966
27003,0.010946779,0.026844965971615183
27004,0.11667722111145913,0.25799971960187396
27005,0.4965287195933348,0.9189457435463536
27006,0.8999602745459508,0.8386497164849931
27007,0.017313946841034066,0.034214226
27008,0.030438559817805192,0.051710862
27009,0.080948209,0.22583228053413051
27010,0.020018591,0.10035197996706521
27011,0.033483789,0.095861757
27012,0.24011437552542034,0.5849296367578943
27013,0.12044213039999997,0.41435704829100084
27014,0.030280006,0.3798635130043293
27015,0.085887836,0.17384208158916917
27016,0.083160481,0.2953583444415688
27017,0.6521228125727145,0.9109619077373257
27018,0.026816934011750997,0.21260431027343016
27019,0.9314812726610006,0.9606114997230412
27020,0.2818230367183438,0.19040457541017408
27021,0.1525548472449488,0.7738678482007287
27022,0.076378513,0.14493969112241079
27023,0.067043438,0.1542808532767146
27024,0.044937318,0.3198003802140603
27025,0.1898165202603364,0.078986978
27026,0.033386506,0.3514423579909467
27027,0.036401503,0.8282719854102103
27028,0.6391666671040636,0.9326964678074707
27029,0.22939643495947284,0.2817576432832223
27030,0.24646675843382038,0.1938627560649354
27031,0.5008685215938623,0.947980646
27032,0.11288735662997797,0.6249191859404256
27033,0.6288404110317983,0.7274911082118248
27034,0.008205779,0.6942959790914859
27035,0.3199776652562421,0.2993549465718212
27036,0.21959504446104397,0.8288235960350357
27037,0.622454221,0.810474159
27038,0.014657417204233419,0.029066086721963008
27039,0.5232791313163268,0.8728442273904126
27040,0.064578204,0.19669984138607893
27041,0.031332037306196096,0.6460826504936155
27042,0.020676188164787185,0.6385932720666685
27043,0.5397479225542684,0.7886188742972625
27044,0.013950485616189582,0.061343845
27045,0.041049771,0.45424615078927416
27046,0.044549224,0.1309187272933176
27047,0.57852496,0.40751313052477567
27048,0.053933047,0.3941869069028037
27049,0.4430864957164976,0.8286722890248724
27050,0.057416839,0.6255280376801599
27051,0.077778308,0.1782084818633753
27052,0.030639491483949486,0.12258778516688594
27053,0.9456715502720148,0.9724472963687173
27054,0.032906031,0.043050728
27055,0.040744569021841696,0.8364762549403116
27056,0.047528281,0.12009465328155762
27057,0.023184083501007462,0.030191973472114962
27058,0.939035701,0.9323767196386947
27059,0.046698101048923094,0.077237996
27060,0.023774444749691474,0.3546789406893639
27061,0.024686459,0.38094651290080356
27062,0.029692103,0.3089843588612449
27063,0.030211628269175284,0.5384541999778586
27064,0.042854276,0.4002879400195292
27065,0.12422440935712993,0.5122518090423639
27066,0.050943431,0.5475479043231367
27067,0.6487273475485219,0.8774270902791961
27068,0.6560799753236124,0.8631782775791712
27069,0.7740264827478787,0.9476809160780935
27070,0.016393678018835317,0.040294024
27071,0.031085067,0.05439524
27072,0.068784617,0.8602226424926722
27073,0.058485052,0.9367776711456859
27074,0.046904964,0.22571912413120968
27075,0.43034208331282514,0.7914711906691242
27076,0.7375929763708339,0.7151533194663738
27077,0.024207192704179006,0.11464189651100602
27078,0.087840479,0.8124605154964456
27079,0.088144023,0.8068970897510225
27080,0.12610017914450986,0.26238068686217736
27081,0.049674544,0.8176508784735972
27082,0.2100707039182016,0.2563437668833535
27083,0.10457596396821559,0.25583391171840814
27084,0.9498292414486897,0.8028923965041295
27085,0.021029825,0.051207502
27086,0.028293133047589427,0.11260094414855476
27087,0.045576666,0.1995433628255641
27088,0.26451998843817487,0.6203252451441265
27089,0.078529831,0.089494671
27090,0.4708933694419188,0.717842544
27091,0.6375787566538543,0.32752269633694947
27092,0.1473304724002188,0.4189545588490178
27093,0.22137492628005037,0.19521931580228316
27094,0.016511018845180536,0.064535508
27095,0.058827576,0.5562230138776227
27096,0.066327587,0.1349561439062384
27097,0.44082727792766935,0.5765463660176882
27098,0.4133917486668418,0.9287378684800623
27099,0.29682426602986667,0.5164147712451405
27100,0.051980967,0.6932266006222524
27101,0.054388246,0.5447873237959876
27102,0.068817101,0.9107000669493248
27103,0.048718599,0.065402528
27104,0.3866346025390679,0.5046049339020012
27105,0.1508860131021042,0.4807112350326757
27106,0.8310454527073466,0.9510825939767126
27107,0.45052235,0.8731575522550332
27108,0.17542667338041623,0.2604799018008695
27109,0.054575400980618805,0.11962099882525253
27110,0.066356376,0.2641819159651629
27111,0.086172617,0.39956556680034294
27112,0.24418415188880016,0.6259906810765951
27113,0.077846534,0.093430407
27114,0.089025353,0.20534660243560487
27115,0.5231022834149694,0.8762313570506447
27116,0.030750278,0.8993441125052759
27117,0.017035275677884997,0.046614386
27118,0.068152763,0.5439809363572863
27119,0.11314599777460736,0.16440152017441503
27120,0.09497567,0.9463583218887572
27121,0.017725647,0.8977573117607383
27122,0.020803511296294718,0.18294471247364538
27123,0.065354206,0.12723691622059513
27124,0.026013437118816797,0.054799599563872786
27125,0.023549935052656044,0.022113003
27126,0.15531399138647137,0.19251229153124352
27127,0.15637083537343738,0.070987437
27128,0.16426706555734802,0.6520837700825455
27129,0.15512807735900824,0.3108694990045886
27130,0.04284171,0.18271986978632193
27131,0.060508542,0.090117673
27132,0.2137817225222966,0.8561333913217986
27133,0.050329639,0.5140350254948993
27134,0.8966118389067423,0.9877938357247349
27135,0.039545363240187724,0.5246540969263037
27136,0.071269514,0.6204562893980242
27137,0.060417411,0.1849608704738351
27138,0.06222961,0.681524661
27139,0.017336927377652606,0.13482461236894425
27140,0.9336889335595528,0.9833453051083185
27141,0.6292347251349367,0.8784279697684514
27142,0.033331468218734006,0.18238017187922842
27143,0.2599826425995065,0.4807229305867418
27144,0.034164143,0.060404964849927516
27145,0.5855096505544115,0.799310876
27146,0.11600275871236737,0.934098753
27147,0.051892258,0.1992606872736019
27148,0.062522427,0.036682158
27149,0.1298948614968916,0.087647008
27150,0.35527410987737107,0.9630610028364321
27151,0.37288917171049135,0.8968258549853355
27152,0.018101595932872572,0.12814741469995988
27153,0.30213308458322347,0.8852078169361575
27154,0.7411114561618762,0.9185917022752216
27155,0.2995744754664994,0.6965566247336878
27156,0.017366562899265536,0.24313239790464466
27157,0.016342524868642905,0.5682438126605618
27158,0.034645043,0.30332181871755126
27159,0.035419055,0.1927680010021324
27160,0.094728167,0.19468302535245505
27161,0.5255685709421237,0.6774942462898881
27162,0.027926227,0.9409618207006089
27163,0.45626809179003813,0.5914789564186118
27164,0.096437924,0.089251073
27165,0.5065644934451232,0.7909363285154648
27166,0.074667725,0.15673600155318568
27167,0.090133963,0.71504807
27168,0.052136585238353565,0.6414053497785058
27169,0.43000791796405397,0.6753389238492578
27170,0.632438302,0.9663228690942515
27171,0.048829831,0.24084807720242962
27172,0.062968368,0.9474174235666027
27173,0.37409932797696827,0.6040032235949206
27174,0.096491531,0.040336963341958625
27175,0.048246734658338376,0.07278514
27176,0.8526329725842303,0.9336929925247593
27177,0.916603299,0.9417932441818433
27178,0.049007985,0.2522138669313278
27179,0.064557993,0.1961402239186922
27180,0.082958283,0.42768758220251785
27181,0.031929192,0.9323645736204738
27182,0.23835979535535806,0.9326792131547221
27183,0.029040361070560815,0.617420024
27184,0.055242047,0.37050293851414473
27185,0.21801868435609054,0.9289621807578028
27186,0.17433702799744893,0.8546457907696499
27187,0.046988771,0.1250372303680967
27188,0.094974445,0.31179738879311253
27189,0.079845528,0.7661989611563226
27190,0.22652556683602862,0.8020909024096056
27191,0.1649385089006992,0.9672501294006546
27192,0.23431799453995095,0.7681133506078525
27193,0.016797191859464693,0.027381144
27194,0.10846124341453028,0.3427372895006929
27195,0.016303249858486496,0.079591983
27196,0.10021401692454314,0.16639868804300667
27197,0.062800672,0.714090778
27198,0.69743315,0.934244546
27199,0.058487311,0.21410541526325377
27200,0.090908158,0.5834746763794384
27201,0.450982614,0.7032181608814889
27202,0.032073991,0.10881016808949846
27203,0.042789356,0.037537797
27204,0.032240734,0.031095674718777652
27205,0.062680046,0.21149012163330003
27206,0.1470664277055302,0.33808114786620597
27207,0.077323036,0.1399501525600341
27208,0.8737350468622593,0.7539353011256881
27209,0.13032495125295454,0.25269916469711584
27210,0.10566897637144132,0.22304113249434665
27211,0.036999340291113195,0.18427265805751206
27212,0.24777920470760204,0.9033670593482962
27213,0.5123659587559768,0.4655524842688878
27214,0.028917299,0.046677317501271055
27215,0.057482115,0.7042166118160725
27216,0.23088536108602434,0.9266474813286903
27217,0.10476942777782508,0.2955731878283806
27218,0.6424823310868578,0.9558749191065091
27219,0.7561133342392306,0.7812189314163015
27220,0.16504025428863514,0.5119119350332695
27221,0.04756845,0.7971665345025298
27222,0.14482635510433278,0.6703784156653114
27223,0.023192872660453976,0.6887097580046615
27224,0.10001625993861604,0.7257731344320121
27225,0.37037321456164574,0.24408945232585536
27226,0.020749163451978612,0.25741840136166977
27227,0.2045011133092675,0.3029238899292471
27228,0.6318561627626158,0.9319454744116167
27229,0.6260298517771953,0.8535869118110834
27230,0.23898577126137133,0.9658262081823114
27231,0.22450985983384628,0.9584900104219932
27232,0.091420769,0.5470353184686432
27233,0.3496822755620456,0.20994950301782442
27234,0.024339782044078526,0.04339757
27235,0.9428370828121984,0.9656365400903973
27236,0.056449321483992405,0.9414758225634411
27237,0.39455465616971197,0.7723159127147643
27238,0.6661556724434853,0.8891476926821262
27239,0.270221782,0.1355664180172896
27240,0.040205535,0.3092024313646757
27241,0.072835674,0.1185164722843076
27242,0.17850009732789324,0.606924872
27243,0.030879681,0.10087450211081403
27244,0.012848393569070608,0.054864468
27245,0.035362629,0.21775364052324347
27246,0.8165641794073852,0.9465000511090446
27247,0.2493985207540646,0.9615294872353942
27248,0.21082780997603817,0.7836110562558878
27249,0.056753906,0.4767773267945139
27250,0.074635209,0.15529257395492002
27251,0.04686862,0.431970499
27252,0.18783118035538815,0.472574927
27253,0.024129584792616426,0.8939728933757458
27254,0.9234650813211068,0.9694738693408486
27255,0.1576322509791219,0.4426275323822676
27256,0.8738178700936468,0.9785767727379192
27257,0.4735839902824743,0.46569896064647537
27258,0.2948322631431337,0.811170703
27259,0.4917313372843585,0.8632320054549731
27260,0.1118281256756777,0.40682550790741023
27261,0.1750561360251017,0.7806313893971046
27262,0.040620642,0.41647713269421555
27263,0.028275487288293825,0.026950485
27264,0.030739396238830523,0.058707898938356096
27265,0.042741421,0.36879167599305795
27266,0.16305246044385086,0.26051302165431073
27267,0.092356671,0.5313855544399615
27268,0.016183393,0.059165578
27269,0.7998627946030095,0.519372852
27270,0.035659913680492206,0.09746202
27271,0.034208143,0.16280303331975537
27272,0.023472726,0.20279982668918103
27273,0.035740218,0.12021664005462081
27274,0.18520543767491826,0.4238345667160944
27275,0.29548045693229535,0.4554830409527657
27276,0.017931943267578528,0.056461074
27277,0.033819133030818356,0.9343777629531307
27278,0.038135425,0.21748591240976417
27279,0.044555254,0.1674593974100323
27280,0.19709674694380558,0.4875813445842287
27281,0.037285514,0.25096772372748777
27282,0.078066266,0.9231186652949726
27283,0.013982775279128805,0.073932316
27284,0.39250214491589025,0.4564605215541121
27285,0.030618191,0.32032034942339166
27286,0.085617441,0.20221286498122745
27287,0.12260589761801313,0.7290267238383858
27288,0.753605294,0.7472180993458698
27289,0.20614467619986462,0.5345713073836044
27290,0.018506174,0.060704571802236366
27291,0.46827766387050906,0.8916779675719598
27292,0.055018465,0.5955421418633149
27293,0.043234134,0.9013107432543106
27294,0.029792573,0.056282710707073295
27295,0.6187664524922372,0.9562012357636558
27296,0.10806722277375447,0.834082685
27297,0.073812652,0.8756807402268542
27298,0.035879368,0.2680243386807663
27299,0.3039628672828588,0.7048835131334675
27300,0.050383314,0.8645943097168709
27301,0.007932972,0.026422172423613485
27302,0.23705675435563864,0.8493374746466893
27303,0.0428913,0.18241039982709448
27304,0.046582432426491946,0.8035733369401411
27305,0.014274140332408577,0.021585779211057143
27306,0.22361960796847913,0.6284900410301268
27307,0.912294169,0.9290507341013369
27308,0.19734597384830693,0.087612837
27309,0.8360738070094822,0.9692102981547729
27310,0.022550124,0.1360440740694185
27311,0.06008399,0.087371201
27312,0.083954875,0.4307739155380327
27313,0.034180003685295585,0.1210316507816795
27314,0.018035170112276025,0.047582931
27315,0.05436078,0.19938312217317755
27316,0.2267004546376783,0.7853454482610204
27317,0.053636538,0.12363348860303616
27318,0.072739619,0.19671911193819075
27319,0.1789810176113559,0.9173886117970066
27320,0.10725606571294734,0.7955264529608242
27321,0.059808232,0.8127711392340534
27322,0.4113594918241352,0.901613152
27323,0.023402391,0.40134858340846924
27324,0.079083232,0.685774835
27325,0.9228834979456839,0.9653019166946404
27326,0.053495792844879174,0.6544332245148682
27327,0.1448464621137095,0.21454661981009515
27328,0.48964491909900076,0.42919446788058535
27329,0.14756666972553148,0.2777569292897641
27330,0.024131131,0.47275642349038843
27331,0.068217959,0.38942762950751286
27332,0.056944606483939814,0.8261957550811757
27333,0.8355085337469776,0.8512661964336591
27334,0.028289156786914616,0.029371089
27335,0.20885331910470595,0.11833797673571027
27336,0.056222626314600586,0.10425050906707004
27337,0.3716679382995162,0.8228114799624336
27338,0.3366851636999675,0.6317177227680797
27339,0.049055376,0.2820152625881674
27340,0.012684689780133861,0.10123210987621405
27341,0.20503301305324317,0.6404108015859005
27342,0.05746935,0.5922336230389307
27343,0.061267507,0.080863927
27344,0.47515701719841485,0.5501640790853233
27345,0.054327091,0.27287860081391696
27346,0.3740946748178685,0.9141890673917049
27347,0.8284237198598781,0.9453794653457449
27348,0.033512132170936966,0.2085128410628958
27349,0.059197134567504694,0.13909207641631488
27350,0.045292163,0.9301597860802048
27351,0.8046012731592683,0.8391747634122124
27352,0.081476725,0.4693508130504426
27353,0.020643812,0.10704157321174027
27354,0.3327665893816323,0.8978433997491342
27355,0.2290729161456256,0.074795186
27356,0.36002556374870764,0.5533046338400661
27357,0.066006625,0.30930249002062554
27358,0.2855571576377162,0.7516836372484633
27359,0.3826403752351803,0.806647293
27360,0.11237640392724246,0.6604670628645345
27361,0.021258242,0.9121726274246057
27362,0.333714138,0.4932208682681069
27363,0.058204493553875254,0.14041419676236244
27364,0.040012211,0.4651788152393765
27365,0.303663638,0.6608741271287933
27366,0.16884534119369382,0.712310156
27367,0.10397573070939274,0.48119006228816535
27368,0.047095449,0.690223099
27369,0.031687758620664384,0.035890319974630665
27370,0.046240711,0.7986303363731997
27371,0.2524519567945989,0.4034448685042876
27372,0.06752337,0.10710373141551548
27373,0.9374323903244974,0.8206228429795532
27374,0.014540429235922523,0.2618461323955389
27375,0.063742561,0.881874378
27376,0.5848704011302938,0.40384726604629356
27377,0.1342523380421891,0.7830928882693785
27378,0.067571585,0.13742006435559306
27379,0.025065399,0.17921512087357205
27380,0.079159337,0.8899174439775563
27381,0.015706105,0.5149845861343492
27382,0.10054562299490347,0.18806984249734945
27383,0.048786379168188405,0.5216586308553463
27384,0.043653311,0.5392634958563617
27385,0.093836882,0.9609989130131938
27386,0.085212264,0.8867795986833024
27387,0.7207522374947333,0.8774785916122324
27388,0.089067288,0.12421773628404952
27389,0.055160545,0.08318515
27390,0.011453518406537617,0.035412250584612934
27391,0.2150948971531835,0.8592927758027216
27392,0.955253878,0.9601546663693514
27393,0.009048287,0.082870813
27394,0.012776455,0.5639871261278193
27395,0.7416657462660149,0.8701774126661804
27396,0.057610743800445646,0.091338066
27397,0.9239996699103766,0.9677867575497371
27398,0.12451464889399336,0.7598792998754709
27399,0.11804404770309466,0.5012593681639377
27400,0.047261609,0.8153152313777454
27401,0.27080370199355064,0.29290633393625215
27402,0.3304235765629118,0.764381249
27403,0.045886901251844456,0.13386858293308557
27404,0.2802617231662818,0.165680867
27405,0.8381431398782496,0.9545433624540108
27406,0.027661754579454183,0.14438513971215944
27407,0.1083244390357093,0.057938159800280116
27408,0.12909240675388894,0.4641050658340355
27409,0.8705284612167531,0.9746787719153756
27410,0.024424071703127655,0.10531121920003497
27411,0.073616345,0.16418007399791765
27412,0.04900535,0.8185991171033647
27413,0.058802135,0.2781750935707706
27414,0.4643101085921103,0.6154324660591306
27415,0.030738088504345555,0.2184805832587712
27416,0.097869422,0.14927751417790994
27417,0.3198793344371812,0.5840476298491274
27418,0.5151898507777711,0.2282635836223861
27419,0.727574852,0.9192285413111709
27420,0.026796554,0.099935184
27421,0.162226882,0.2862796929215737
27422,0.23482720633675863,0.7618310013527166
27423,0.031733268,0.2765190767182758
27424,0.030987055678517547,0.3460694527082871
27425,0.055045758,0.5709383744254032
27426,0.089153854,0.29861739498344664
27427,0.089974432,0.2675046159254528
27428,0.045773978,0.1273915351997927
27429,0.62667485,0.5025008043996925
27430,0.049732790808211275,0.37658629687195283
27431,0.080570522,0.6408680271329095
